request_id,event_id,event_date,settlement_date,amount,direction,status,cash_treatment,included_in_forecast,reason
request_05,event_419,2025-09-30,2025-09-30,547.6,debit,settled,settled_cash,no,outside request 90-day window
request_05,event_435,2025-10-01,2025-10-01,377.26,debit,settled,settled_cash,no,outside request 90-day window
request_05,event_391,2025-10-02,2025-10-02,4972,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_05,event_392,2025-10-06,2025-10-06,713.71,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_05,event_420,2025-10-07,2025-10-07,826.66,debit,settled,settled_cash,no,outside request 90-day window
request_05,event_394,2025-10-10,2025-10-10,722.37,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_05,event_393,2025-10-11,2025-10-11,968,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_05,event_396,2025-10-12,2025-10-12,113.3,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_05,event_397,2025-10-12,2025-10-12,362.09,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_05,event_395,2025-10-13,2025-10-13,840.4,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_05,event_421,2025-10-14,2025-10-14,768.64,debit,settled,settled_cash,no,outside request 90-day window
request_05,event_390,2025-10-15,2025-10-15,14740,credit,settled,settled_cash,no,outside request 90-day window
request_05,event_436,2025-10-15,2025-10-15,352.46,debit,settled,settled_cash,no,outside request 90-day window
request_05,event_422,2025-10-21,2025-10-21,709.62,debit,settled,settled_cash,no,outside request 90-day window
request_05,event_423,2025-10-28,2025-10-28,684.39,debit,settled,settled_cash,no,outside request 90-day window
request_05,event_437,2025-10-29,2025-10-29,388.74,debit,settled,settled_cash,no,outside request 90-day window
request_05,event_398,2025-11-02,2025-11-02,4972,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_05,event_424,2025-11-04,2025-11-04,720.51,debit,settled,settled_cash,no,outside request 90-day window
request_05,event_438,2025-11-04,2025-11-04,389.4,debit,failed,excluded_failed,no,outside request 90-day window
request_06,event_479,2025-07-11,2025-07-11,43.16,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_497,2025-07-12,2025-07-12,23.68,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_532,2025-07-13,2025-07-13,53.26,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_498,2025-07-17,2025-07-17,23.83,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_533,2025-07-20,2025-07-20,50.79,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_480,2025-07-21,2025-07-21,53.56,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_499,2025-07-22,2025-07-22,24.21,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_500,2025-07-27,2025-07-27,19.73,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_534,2025-07-27,2025-07-27,34.99,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_481,2025-07-31,2025-07-31,49.49,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_501,2025-08-01,2025-08-01,32.17,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_440,2025-08-03,2025-08-03,254.1,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_535,2025-08-03,2025-08-03,42.1,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_502,2025-08-06,2025-08-06,27.8,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_441,2025-08-07,2025-08-07,58.34,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_442,2025-08-08,2025-08-08,26,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_444,2025-08-10,2025-08-10,19,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_482,2025-08-10,2025-08-10,43.57,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_536,2025-08-10,2025-08-10,48.98,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_503,2025-08-11,2025-08-11,28.03,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_443,2025-08-13,2025-08-13,5,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_445,2025-08-13,2025-08-13,41.44,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_439,2025-08-15,2025-08-15,1441,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_446,2025-08-15,2025-08-15,32.1,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_504,2025-08-16,2025-08-16,26.82,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_537,2025-08-17,2025-08-17,46.84,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_483,2025-08-20,2025-08-20,31.69,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_505,2025-08-21,2025-08-21,27.29,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_538,2025-08-24,2025-08-24,38.44,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_506,2025-08-26,2025-08-26,31.89,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_484,2025-08-30,2025-08-30,50.53,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_507,2025-08-31,2025-08-31,27.65,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_539,2025-08-31,2025-08-31,37.25,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_448,2025-09-03,2025-09-03,254.1,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_508,2025-09-05,2025-09-05,29.46,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_449,2025-09-07,2025-09-07,52.62,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_540,2025-09-07,2025-09-07,40.23,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_450,2025-09-08,2025-09-08,26,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_485,2025-09-09,2025-09-09,51.97,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_452,2025-09-10,2025-09-10,19,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_509,2025-09-10,2025-09-10,21.32,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_451,2025-09-13,2025-09-13,5,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_453,2025-09-13,2025-09-13,46.25,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_541,2025-09-14,2025-09-14,43.95,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_447,2025-09-15,2025-09-15,1441,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_454,2025-09-15,2025-09-15,35.1,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_510,2025-09-15,2025-09-15,29.47,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_486,2025-09-19,2025-09-19,48.32,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_511,2025-09-20,2025-09-20,28.08,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_542,2025-09-21,2025-09-21,56.6,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_512,2025-09-25,2025-09-25,31.87,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_543,2025-09-28,2025-09-28,48.14,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_487,2025-09-29,2025-09-29,51.55,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_513,2025-09-30,2025-09-30,21.1,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_456,2025-10-03,2025-10-03,254.1,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_514,2025-10-05,2025-10-05,28.87,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_544,2025-10-05,2025-10-05,37.02,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_457,2025-10-07,2025-10-07,58.98,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_458,2025-10-08,2025-10-08,26,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_488,2025-10-09,2025-10-09,46.22,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_460,2025-10-10,2025-10-10,19,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_515,2025-10-10,2025-10-10,28.61,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_545,2025-10-12,2025-10-12,47.33,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_459,2025-10-13,2025-10-13,5,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_461,2025-10-13,2025-10-13,39.46,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_455,2025-10-15,2025-10-15,1441,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_462,2025-10-15,2025-10-15,32.18,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_516,2025-10-15,2025-10-15,22.14,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_489,2025-10-19,2025-10-19,32.96,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_546,2025-10-19,2025-10-19,54.09,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_517,2025-10-20,2025-10-20,28.65,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_518,2025-10-25,2025-10-25,23.31,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_547,2025-10-26,2025-10-26,53.71,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_490,2025-10-29,2025-10-29,51.4,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_519,2025-10-30,2025-10-30,29.32,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_548,2025-11-02,2025-11-02,32.9,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_464,2025-11-03,2025-11-03,254.1,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_520,2025-11-04,2025-11-04,24.5,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_465,2025-11-07,2025-11-07,56.71,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_466,2025-11-08,2025-11-08,26,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_491,2025-11-08,2025-11-08,34,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_521,2025-11-09,2025-11-09,31.69,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_549,2025-11-09,2025-11-09,43.17,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_468,2025-11-10,2025-11-10,19,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_467,2025-11-13,2025-11-13,5,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_469,2025-11-13,2025-11-13,37.96,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_522,2025-11-14,2025-11-14,30.82,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_463,2025-11-15,2025-11-15,1037.52,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_470,2025-11-15,2025-11-15,37.36,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_550,2025-11-16,2025-11-16,37.42,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_492,2025-11-18,2025-11-18,45.4,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_523,2025-11-19,2025-11-19,27.59,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_551,2025-11-23,2025-11-23,55.16,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_524,2025-11-24,2025-11-24,32.36,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_493,2025-11-28,2025-11-28,51.23,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_525,2025-11-29,2025-11-29,27.97,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_552,2025-11-30,2025-11-30,57.57,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_472,2025-12-03,2025-12-03,254.1,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_526,2025-12-04,2025-12-04,29.57,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_473,2025-12-07,2025-12-07,51.86,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_553,2025-12-07,2025-12-07,45.39,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_474,2025-12-08,2025-12-08,26,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_494,2025-12-08,2025-12-08,40.91,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_527,2025-12-09,2025-12-09,19.18,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_476,2025-12-10,2025-12-10,19,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_475,2025-12-13,2025-12-13,5,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_477,2025-12-13,2025-12-13,39.88,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_528,2025-12-14,2025-12-14,25.9,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_554,2025-12-14,2025-12-14,36,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_471,2025-12-15,2025-12-15,1037.52,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_478,2025-12-15,2025-12-15,38.33,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_495,2025-12-18,2025-12-18,52.76,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_529,2025-12-19,2025-12-19,24.92,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_555,2025-12-21,2025-12-21,57.28,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_530,2025-12-24,2025-12-24,21.46,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_496,2025-12-28,2025-12-28,32.69,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_556,2025-12-28,2025-12-28,48.36,debit,settled,settled_cash,no,outside request 90-day window
request_06,event_531,2025-12-29,2025-12-29,32.9,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_06,event_557,2025-12-30,2025-12-31,66,debit,cancelled,excluded_cancelled,no,outside request 90-day window
request_07,event_606,2024-03-11,2024-03-11,7246.72,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_584,2024-03-14,2024-03-14,8380.73,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_597,2024-03-15,2024-03-15,3690.82,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_585,2024-03-28,2024-03-28,6433.29,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_607,2024-04-01,2024-04-01,4111.12,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_559,2024-04-04,2024-04-04,34200,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_598,2024-04-05,2024-04-05,3465.99,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_560,2024-04-08,2024-04-08,7219.31,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_586,2024-04-11,2024-04-11,6022.17,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_561,2024-04-13,2024-04-13,15650,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_562,2024-04-13,2024-04-13,1005,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_558,2024-04-15,2024-04-15,149000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_608,2024-04-22,2024-04-22,6371.55,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_587,2024-04-25,2024-04-25,6789.05,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_599,2024-04-26,2024-04-26,2786.58,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_564,2024-05-04,2024-05-04,34200,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_565,2024-05-08,2024-05-08,7049.68,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_588,2024-05-09,2024-05-09,8280.58,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_566,2024-05-13,2024-05-13,15650,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_567,2024-05-13,2024-05-13,1005,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_609,2024-05-13,2024-05-13,6313.91,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_563,2024-05-15,2024-05-15,149000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_600,2024-05-17,2024-05-17,3104.36,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_589,2024-05-23,2024-05-23,7329.91,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_610,2024-06-03,2024-06-03,5802.49,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_569,2024-06-04,2024-06-04,34200,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_590,2024-06-06,2024-06-06,7849.54,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_601,2024-06-07,2024-06-07,2439.43,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_570,2024-06-08,2024-06-08,7387.41,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_571,2024-06-13,2024-06-13,15650,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_572,2024-06-13,2024-06-13,1005,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_568,2024-06-15,2024-06-15,149000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_591,2024-06-20,2024-06-20,7968.39,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_611,2024-06-24,2024-06-24,4541.62,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_602,2024-06-28,2024-06-28,3822.62,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_574,2024-07-04,2024-07-04,34200,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_592,2024-07-04,2024-07-04,6889.87,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_575,2024-07-08,2024-07-08,6081.25,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_576,2024-07-13,2024-07-13,15650,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_577,2024-07-13,2024-07-13,1005,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_573,2024-07-15,2024-07-15,149000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_612,2024-07-15,2024-07-15,6664.9,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_593,2024-07-18,2024-07-18,5665.77,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_603,2024-07-19,2024-07-19,2751.86,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_594,2024-08-01,2024-08-01,7913.81,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_579,2024-08-04,2024-08-04,34200,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_613,2024-08-05,2024-08-05,5799.66,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_580,2024-08-08,2024-08-08,6209.57,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_604,2024-08-09,2024-08-09,3773.92,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_581,2024-08-13,2024-08-13,15650,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_582,2024-08-13,2024-08-13,1005,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_595,2024-08-15,2024-08-15,7280.22,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_578,2024-08-15,2024-08-23,149000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_07,event_614,2024-08-26,2024-08-26,6493.86,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_596,2024-08-29,2024-08-29,5710.65,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_605,2024-08-30,2024-08-30,3145.62,debit,settled,settled_cash,no,outside request 90-day window
request_07,event_583,2024-09-04,2024-09-04,34200,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_652,2024-08-13,2024-08-13,78.42,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_678,2024-08-14,2024-08-14,34.09,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_704,2024-08-15,2024-08-15,51.75,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_653,2024-08-20,2024-08-20,77.07,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_679,2024-08-21,2024-08-21,36.65,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_654,2024-08-27,2024-08-27,51.01,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_680,2024-08-28,2024-08-28,41.53,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_705,2024-08-29,2024-08-29,59.94,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_616,2024-09-01,2024-09-01,467.5,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_655,2024-09-03,2024-09-03,52.28,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_681,2024-09-04,2024-09-04,40.21,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_617,2024-09-05,2024-09-05,79.19,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_618,2024-09-07,2024-09-07,89,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_619,2024-09-10,2024-09-10,177,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_620,2024-09-10,2024-09-10,14,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_656,2024-09-10,2024-09-10,68,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_682,2024-09-11,2024-09-11,37.62,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_621,2024-09-12,2024-09-12,24,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_706,2024-09-12,2024-09-12,46.25,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_615,2024-09-15,2024-09-15,1422.85,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_657,2024-09-17,2024-09-17,54.35,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_683,2024-09-18,2024-09-18,43.53,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_658,2024-09-24,2024-09-24,46.71,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_684,2024-09-25,2024-09-25,30.47,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_707,2024-09-26,2024-09-26,60.66,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_623,2024-10-01,2024-10-01,467.5,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_659,2024-10-01,2024-10-01,74.35,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_685,2024-10-02,2024-10-02,36.94,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_624,2024-10-05,2024-10-05,80.9,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_625,2024-10-07,2024-10-07,89,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_660,2024-10-08,2024-10-08,48.16,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_686,2024-10-09,2024-10-09,38.07,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_626,2024-10-10,2024-10-10,177,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_627,2024-10-10,2024-10-10,14,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_708,2024-10-10,2024-10-10,48.98,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_628,2024-10-12,2024-10-12,24,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_622,2024-10-15,2024-10-15,1422.85,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_661,2024-10-15,2024-10-15,68.99,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_687,2024-10-16,2024-10-16,26.69,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_662,2024-10-22,2024-10-22,57.01,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_688,2024-10-23,2024-10-23,46.08,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_709,2024-10-24,2024-10-24,41.5,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_663,2024-10-29,2024-10-29,47.78,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_689,2024-10-30,2024-10-30,45.56,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_630,2024-11-01,2024-11-01,467.5,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_631,2024-11-05,2024-11-05,68.44,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_664,2024-11-05,2024-11-05,51.6,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_690,2024-11-06,2024-11-06,39.38,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_632,2024-11-07,2024-11-07,89,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_710,2024-11-07,2024-11-07,58.15,debit,settled,settled_cash,no,outside request 90-day window
request_08,event_633,2024-11-10,2024-11-10,177,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_634,2024-11-10,2024-11-10,14,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_635,2024-11-12,2024-11-12,24,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_08,event_665,2024-11-12,2024-11-12,76.07,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
