request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_99,18062.00,affordable_now,full_payment,2026-07-04:18062,2026-07-04,none,Requested: ZAR 18062. Safe to pay today: ZAR 18062.00. Current available balance: ZAR 86706.58; required minimum balance: ZAR 49100. Recommendation: full_payment. Payment plan: 2026-07-04:18062. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: ZAR 56980 on 2026-07-15. Included recurring housing expense: ZAR 5115.
request_100,28155.22,affordable_with_plan,installments,2024-06-13:12866.19|2024-07-14:12866.19|2024-08-14:12866.19,2024-06-15,none,Requested: ZAR 37114. Safe to pay today: ZAR 28155.22. Current available balance: ZAR 68363.53; required minimum balance: ZAR 32500. Recommendation: installments. Payment plan: 2024-06-13:12866.19|2024-07-14:12866.19|2024-08-14:12866.19. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-06-15. Included confirmed salary: ZAR 42680 on 2024-06-15. Included recurring rent expense: ZAR 12716.
request_101,143500.00,affordable_now,full_payment,2025-11-03:143500,2025-11-03,none,Requested: INR 143500. Safe to pay today: INR 143500.00. Current available balance: INR 465868.5; required minimum balance: INR 187400. Recommendation: full_payment. Payment plan: 2025-11-03:143500. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring housing expense: INR 30050.
request_102,1496.33,not_affordable,not_recommended,none,,none,Requested: EUR 1716. Safe to pay today: EUR 1496.33. Current available balance: EUR 4643.74; required minimum balance: EUR 900. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-06-12 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: EUR 345.4.
request_103,8646.15,not_affordable,not_recommended,none,,none,Requested: INR 368300. Safe to pay today: INR 8646.15. Current available balance: INR 168749; required minimum balance: INR 125500. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2024-10-07 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: INR 53400.
request_104,17204.00,affordable_now,full_payment,2025-02-04:17204,2025-02-04,none,Requested: ZAR 17204. Safe to pay today: ZAR 17204.00. Current available balance: ZAR 64021.7; required minimum balance: ZAR 24700. Recommendation: full_payment. Payment plan: 2025-02-04:17204. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: ZAR 7920.
request_105,53500.00,affordable_now,full_payment,2026-06-08:53500,2026-06-08,none,Requested: INR 53500. Safe to pay today: INR 53500.00. Current available balance: INR 147831.8; required minimum balance: INR 73900. Recommendation: full_payment. Payment plan: 2026-06-08:53500. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: INR 31200.
request_106,539.84,affordable_later,wait,2024-12-15:2207.7,2024-12-15,none,Requested: EUR 2207.7. Safe to pay today: EUR 539.84. Current available balance: EUR 2601.7; required minimum balance: EUR 1200. Recommendation: wait. Payment plan: 2024-12-15:2207.7. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: EUR 1815 on 2024-12-15. Included recurring rent expense: EUR 524.7.
request_107,0,not_affordable,not_recommended,none,,none,Requested: EUR 2534.4. Safe to pay today: EUR 0. Current available balance: EUR 5054.52; required minimum balance: EUR 1600. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-07-04 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: EUR 693.
request_108,3091.64,not_affordable,not_recommended,none,2026-09-15,none,Requested: ZAR 55308. Safe to pay today: ZAR 3091.64. Current available balance: ZAR 31936.4; required minimum balance: ZAR 24100. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-07-26 while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-09-15. Included recurring housing expense: ZAR 3366.
request_109,737.05,affordable_with_plan,installments,2024-03-18:645.98|2024-04-18:645.98|2024-05-19:645.98,2024-03-15,none,Requested: EUR 1863.4. Safe to pay today: EUR 737.05. Current available balance: EUR 2976.46; required minimum balance: EUR 1700. Recommendation: installments. Payment plan: 2024-03-18:645.98|2024-04-18:645.98|2024-05-19:645.98. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-03-15. Included confirmed salary: EUR 2395.68 on 2024-03-15. Included recurring rent expense: EUR 718.3.
request_110,22352.00,affordable_with_plan,installments,2025-08-06:7748.69|2025-09-03:7748.69|2025-10-01:7748.69,2025-08-06,none,Requested: ZAR 22352. Safe to pay today: ZAR 22352.00. Current available balance: ZAR 61229.53; required minimum balance: ZAR 11200. Recommendation: installments. Payment plan: 2025-08-06:7748.69|2025-09-03:7748.69|2025-10-01:7748.69. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: ZAR 5148.
request_111,16625000.00,affordable_now,full_payment,2026-04-03:16625000,2026-04-03,none,Requested: IDR 16625000. Safe to pay today: IDR 16625000.00. Current available balance: IDR 85204860; required minimum balance: IDR 23022800. Recommendation: full_payment. Payment plan: 2026-04-03:16625000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: IDR 6422000.
request_112,0,not_affordable,not_recommended,none,,none,Requested: EUR 271.7. Safe to pay today: EUR 0. Current available balance: EUR 1026; required minimum balance: EUR 500. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2024-06-14 while preserving the 90-day minimum-balance requirement. Included confirmed salary: EUR 627 on 2024-06-15. Included recurring rent expense: EUR 174.9.
request_113,27452.74,affordable_later,wait,2026-09-15:36500,2026-09-15,none,Requested: INR 36500. Safe to pay today: INR 27452.74. Current available balance: INR 141890; required minimum balance: INR 82300. Recommendation: wait. Payment plan: 2026-09-15:36500. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: INR 27300.
request_114,65300.00,affordable_now,full_payment,2026-01-04:65300,2026-01-04,none,Requested: INR 65300. Safe to pay today: INR 65300.00. Current available balance: INR 219230; required minimum balance: INR 113400. Recommendation: full_payment. Payment plan: 2026-01-04:65300. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: INR 41700.
request_115,16371.71,affordable_later,wait,2024-10-15:80500,2024-10-15,none,Requested: INR 80500. Safe to pay today: INR 16371.71. Current available balance: INR 65935; required minimum balance: INR 38800. Recommendation: wait. Payment plan: 2024-10-15:80500. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: INR 13300.
request_116,23918.62,not_affordable,not_recommended,none,2025-04-15,none,Requested: INR 241200. Safe to pay today: INR 23918.62. Current available balance: INR 138375; required minimum balance: INR 80300. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-04-16 while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-04-15. Included confirmed salary: INR 124000 on 2025-02-15. Included recurring rent expense: INR 41100.
request_117,880.00,affordable_now,full_payment,2026-07-05:880,2026-07-05,none,Requested: EUR 880. Safe to pay today: EUR 880.00. Current available balance: EUR 2164.2; required minimum balance: EUR 1000. Recommendation: full_payment. Payment plan: 2026-07-05:880. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: EUR 1188 on 2026-07-15. Included recurring housing expense: EUR 102.
request_118,655.51,affordable_with_plan,installments,2024-12-07:255.87|2025-01-07:255.87|2025-02-07:255.87,2024-12-15,none,Requested: EUR 738.1. Safe to pay today: EUR 655.51. Current available balance: EUR 1538.51; required minimum balance: EUR 600. Recommendation: installments. Payment plan: 2024-12-07:255.87|2025-01-07:255.87|2025-02-07:255.87. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-12-15. Included recurring rent expense: EUR 234.3.
request_119,63139.44,affordable_with_plan,installments,2025-05-18:70546.67|2025-06-15:70546.67|2025-07-13:70546.67,2025-06-15,none,Requested: INR 203500. Safe to pay today: INR 63139.44. Current available balance: INR 282101.01; required minimum balance: INR 151200. Recommendation: installments. Payment plan: 2025-05-18:70546.67|2025-06-15:70546.67|2025-07-13:70546.67. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-06-15. Included confirmed salary: INR 176000 on 2025-05-15. Included recurring housing expense: INR 17050.
request_120,7714000.00,affordable_now,full_payment,2026-04-06:7714000,2026-04-06,none,Requested: IDR 7714000. Safe to pay today: IDR 7714000.00. Current available balance: IDR 31748980; required minimum balance: IDR 20050300. Recommendation: full_payment. Payment plan: 2026-04-06:7714000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: IDR 7961000.
request_121,633.60,affordable_now,full_payment,2024-03-03:633.6,2024-03-03,none,Requested: USD 633.6. Safe to pay today: USD 633.60. Current available balance: USD 1741; required minimum balance: USD 800. Recommendation: full_payment. Payment plan: 2024-03-03:633.6. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: USD 1056 on 2024-03-15. Included recurring rent expense: USD 351.6.
request_122,20558000.00,affordable_with_plan,installments,2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33,2025-08-05,none,Requested: IDR 20558000. Safe to pay today: IDR 20558000.00. Current available balance: IDR 56827244.99; required minimum balance: IDR 12588500. Recommendation: installments. Payment plan: 2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: IDR 3724000.
request_123,4076000.00,affordable_now,full_payment,2026-01-07:4076000,2026-01-07,none,Requested: IDR 4076000. Safe to pay today: IDR 4076000.00. Current available balance: IDR 63706400; required minimum balance: IDR 18091200. Recommendation: full_payment. Payment plan: 2026-01-07:4076000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: IDR 6004000.
request_124,1498.40,affordable_with_plan,installments,2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12,2024-06-15,none,Requested: EUR 3104.2. Safe to pay today: EUR 1498.40. Current available balance: EUR 3709.56; required minimum balance: EUR 1600. Recommendation: installments. Payment plan: 2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-06-15. Included confirmed salary: EUR 2629 on 2024-06-15. Included recurring rent expense: EUR 779.9.
request_125,6468.00,affordable_now,full_payment,2025-11-06:6468,2025-11-06,none,Requested: ZAR 6468. Safe to pay today: ZAR 6468.00. Current available balance: ZAR 22027.97; required minimum balance: ZAR 11300. Recommendation: full_payment. Payment plan: 2025-11-06:6468. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: ZAR 14960 on 2025-11-15. Included recurring rent expense: ZAR 3520.
request_126,92536.12,not_affordable,not_recommended,none,,none,Requested: INR 159600. Safe to pay today: INR 92536.12. Current available balance: INR 403175; required minimum balance: INR 129700. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-07-17 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: INR 43000.
request_127,9563.59,affordable_later,wait,2024-10-15:23980,2024-10-15,none,Requested: ZAR 23980. Safe to pay today: ZAR 9563.59. Current available balance: ZAR 66058; required minimum balance: ZAR 41000. Recommendation: wait. Payment plan: 2024-10-15:23980. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: ZAR 50160 on 2024-09-15. Included recurring rent expense: ZAR 14652.
request_128,25168.00,affordable_now,full_payment,2025-02-07:25168,2025-02-07,none,Requested: ZAR 25168. Safe to pay today: ZAR 25168.00. Current available balance: ZAR 80711.7; required minimum balance: ZAR 42600. Recommendation: full_payment. Payment plan: 2025-02-07:25168. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring housing expense: ZAR 5368.
request_129,101.48,not_affordable,not_recommended,none,,none,Requested: USD 2668.8. Safe to pay today: USD 101.48. Current available balance: USD 1088; required minimum balance: USD 800. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-06-18 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: USD 300.
request_130,538.09,affordable_later,wait,2025-01-15:1978.8,2025-01-15,none,Requested: USD 1978.8. Safe to pay today: USD 538.09. Current available balance: USD 2317.46; required minimum balance: USD 1400. Recommendation: wait. Payment plan: 2025-01-15:1978.8. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: USD 600.
request_131,1276.80,affordable_with_plan,installments,2025-05-06:643.14|2025-06-03:643.14|2025-07-01:643.14,2025-06-23,none,Requested: USD 1855.2. Safe to pay today: USD 1276.80. Current available balance: USD 3387.16; required minimum balance: USD 1100. Recommendation: installments. Payment plan: 2025-05-06:643.14|2025-06-03:643.14|2025-07-01:643.14. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-06-23. Included confirmed salary: USD 1632 on 2025-05-23. Included recurring rent expense: USD 373.2.
request_132,327.06,affordable_later,wait,2026-01-15:379.86,2026-01-15,none,Requested: USD 379.86. Safe to pay today: USD 327.06. Current available balance: USD 1744.55; required minimum balance: USD 1100. Recommendation: wait. Payment plan: 2026-01-15:379.86. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: USD 321.6.
request_133,1257596.49,not_affordable,not_recommended,none,,none,Requested: IDR 15770000. Safe to pay today: IDR 1257596.49. Current available balance: IDR 36824650; required minimum balance: IDR 9986200. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2024-03-29 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: IDR 3895000.
request_134,5986657.04,affordable_later,wait,2025-08-15:21831000,2025-08-15,none,Requested: IDR 21831000. Safe to pay today: IDR 5986657.04. Current available balance: IDR 28020700; required minimum balance: IDR 15902500. Recommendation: wait. Payment plan: 2025-08-15:21831000. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: IDR 24510000 on 2025-08-15. Included recurring rent expense: IDR 7600000.
request_135,304.80,affordable_now,full_payment,2026-07-06:304.8,2026-07-06,none,Requested: USD 304.8. Safe to pay today: USD 304.80. Current available balance: USD 1041.1; required minimum balance: USD 500. Recommendation: full_payment. Payment plan: 2026-07-06:304.8. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: USD 828 on 2026-07-15. Included recurring housing expense: USD 94.
request_136,560.40,affordable_now,full_payment,2024-06-03:560.4,2024-06-03,none,Requested: USD 560.4. Safe to pay today: USD 560.40. Current available balance: USD 2291.68; required minimum balance: USD 1100. Recommendation: full_payment. Payment plan: 2024-06-03:560.4. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: USD 1548 on 2024-06-15. Included recurring rent expense: USD 357.6.
request_137,31106.13,affordable_later,wait,2025-12-15:80100,2025-12-15,none,Requested: INR 80100. Safe to pay today: INR 31106.13. Current available balance: INR 139760; required minimum balance: INR 71800. Recommendation: wait. Payment plan: 2025-12-15:80100. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: INR 37300.
request_138,986.42,affordable_with_plan,partial_payment,2026-04-07:986.42|2026-04-15:270.52,2026-04-15,none,Requested: EUR 1256.94. Safe to pay today: EUR 986.42. Current available balance: EUR 3644.65; required minimum balance: EUR 2300. Recommendation: partial_payment. Payment plan: 2026-04-07:986.42|2026-04-15:270.52. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-04-15. Included recurring rent expense: EUR 711.7.
request_139,1440.73,affordable_with_plan,installments,2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88,2024-09-15,none,Requested: USD 2316. Safe to pay today: USD 1440.73. Current available balance: USD 3767.84; required minimum balance: USD 1500. Recommendation: installments. Payment plan: 2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-09-15. Included confirmed salary: USD 1824 on 2024-09-15. Included recurring rent expense: USD 480.
request_140,0,not_affordable,not_recommended,none,,none,Requested: ZAR 62832. Safe to pay today: ZAR 0. Current available balance: ZAR 34679; required minimum balance: ZAR 21600. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-03-04 while preserving the 90-day minimum-balance requirement. Included confirmed salary: ZAR 31900 on 2025-02-15. Included recurring rent expense: ZAR 9966.
request_141,23924.03,not_affordable,not_recommended,none,,none,Requested: INR 171600. Safe to pay today: INR 23924.03. Current available balance: INR 122545; required minimum balance: INR 67300. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-02-12 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: INR 26800.
request_142,1263.60,affordable_now,full_payment,2024-12-05:1263.6,2024-12-05,none,Requested: USD 1263.6. Safe to pay today: USD 1263.60. Current available balance: USD 5993.85; required minimum balance: USD 1700. Recommendation: full_payment. Payment plan: 2024-12-05:1263.6. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: USD 564.
request_143,4154.18,affordable_later,wait,2025-06-15:12584,2025-06-15,none,Requested: ZAR 12584. Safe to pay today: ZAR 4154.18. Current available balance: ZAR 20111; required minimum balance: ZAR 11300. Recommendation: wait. Payment plan: 2025-06-15:12584. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: ZAR 3784.
request_144,0,not_affordable,not_recommended,none,,none,Requested: USD 233.34. Safe to pay today: USD 0. Current available balance: USD 1248.08; required minimum balance: USD 600. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-07-26 while preserving the 90-day minimum-balance requirement. Included confirmed salary: USD 864 on 2026-07-15. Included recurring rent expense: USD 220.8.
request_145,41504.26,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-04-15,none,Requested: INR 217400. Safe to pay today: INR 41504.26. Current available balance: INR 261013.66; required minimum balance: INR 155400. Recommendation: installments. Payment plan: 2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-04-15. Included recurring rent expense: INR 63900.
request_146,27847.22,affordable_later,wait,2025-10-15:449400,2025-10-15,none,Requested: INR 449400. Safe to pay today: INR 27847.22. Current available balance: INR 190065; required minimum balance: INR 108600. Recommendation: wait. Payment plan: 2025-10-15:449400. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: INR 168000 on 2025-08-15. Included recurring housing expense: INR 14450.
request_147,548.58,affordable_with_plan,installments,2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63,2026-04-15,none,Requested: EUR 1129.7. Safe to pay today: EUR 548.58. Current available balance: EUR 1641.53; required minimum balance: EUR 900. Recommendation: installments. Payment plan: 2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-04-15. Included confirmed salary: EUR 1529 on 2026-04-15. Included recurring rent expense: EUR 464.2.
request_148,9525.10,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-06-15,none,Requested: ZAR 22242. Safe to pay today: ZAR 9525.10. Current available balance: ZAR 33181.08; required minimum balance: ZAR 20000. Recommendation: installments. Payment plan: 2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-06-15. Included recurring rent expense: ZAR 11066.
request_149,25335.99,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-11-15,none,Requested: ZAR 36652. Safe to pay today: ZAR 25335.99. Current available balance: ZAR 84358.38; required minimum balance: ZAR 42100. Recommendation: installments. Payment plan: 2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-11-15. Included confirmed salary: ZAR 52360 on 2025-11-15. Included recurring rent expense: ZAR 16654.
request_150,342.05,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-01-15,none,Requested: EUR 496.1. Safe to pay today: EUR 342.05. Current available balance: EUR 1257.44; required minimum balance: EUR 700. Recommendation: installments. Payment plan: 2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-01-15. Included recurring rent expense: EUR 268.4.
request_151,26999000.00,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,Requested: IDR 26999000. Safe to pay today: IDR 26999000.00. Current available balance: IDR 83998265; required minimum balance: IDR 31633600. Recommendation: full_payment. Payment plan: 2024-09-03:26999000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: IDR 46170000 on 2024-09-15. Included recurring rent expense: IDR 12236000.
request_152,12363.42,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-02-15,none,Requested: ZAR 13882. Safe to pay today: ZAR 12363.42. Current available balance: ZAR 28368.77; required minimum balance: ZAR 11900. Recommendation: installments. Payment plan: 2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-02-15. Included recurring rent expense: ZAR 3894.
request_153,277.65,not_affordable,not_recommended,none,,none,Requested: USD 2830.8. Safe to pay today: USD 277.65. Current available balance: USD 1903.6; required minimum balance: USD 1400. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-09-24 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: USD 528.
request_154,1625.80,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,Requested: EUR 1625.8. Safe to pay today: EUR 1625.80. Current available balance: EUR 4679.4; required minimum balance: EUR 1300. Recommendation: installments. Payment plan: 2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: EUR 507.1.
request_155,112500.00,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,Requested: INR 112500. Safe to pay today: INR 112500.00. Current available balance: INR 218050; required minimum balance: INR 56300. Recommendation: full_payment. Payment plan: 2025-05-06:112500. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: INR 84000 on 2025-05-15. Included recurring education expense: INR 8190.
request_156,10526.93,affordable_later,wait,2026-05-15:43076,2026-05-15,none,Requested: ZAR 43076. Safe to pay today: ZAR 10526.93. Current available balance: ZAR 42105.3; required minimum balance: ZAR 26900. Recommendation: wait. Payment plan: 2026-05-15:43076. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: ZAR 7568.
request_157,5407733.32,affordable_later,wait,2024-04-15:23503000,2024-04-15,none,Requested: IDR 23503000. Safe to pay today: IDR 5407733.32. Current available balance: IDR 25805950; required minimum balance: IDR 15714100. Recommendation: wait. Payment plan: 2024-04-15:23503000. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: IDR 6612000.
request_158,242600.00,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,Requested: INR 242600. Safe to pay today: INR 242600.00. Current available balance: INR 745417.1; required minimum balance: INR 131400. Recommendation: installments. Payment plan: 2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: INR 67600.
request_159,10252.86,not_affordable,not_recommended,none,,none,Requested: ZAR 13398. Safe to pay today: ZAR 10252.86. Current available balance: ZAR 40283.2; required minimum balance: ZAR 8700. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-03-20 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: ZAR 4114.
request_160,643.61,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-06-15,none,Requested: EUR 1246.3. Safe to pay today: EUR 643.61. Current available balance: EUR 2144.61; required minimum balance: EUR 1200. Recommendation: installments. Payment plan: 2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-06-15. Included confirmed salary: EUR 1672 on 2024-06-15. Included recurring rent expense: EUR 534.6.
request_161,0,not_affordable,not_recommended,none,,none,Requested: IDR 21204000. Safe to pay today: IDR 0. Current available balance: IDR 41308350; required minimum balance: IDR 23010400. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-01-15 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: IDR 8265000.
request_162,3088104.15,not_affordable,not_recommended,none,,none,Requested: IDR 83923000. Safe to pay today: IDR 3088104.15. Current available balance: IDR 34607300; required minimum balance: IDR 24161100. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-08-26 while preserving the 90-day minimum-balance requirement. Included confirmed salary: IDR 29070000 on 2026-07-15. Included recurring housing expense: IDR 2242000.
request_163,10360732.91,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-09-15,none,Requested: IDR 19304000. Safe to pay today: IDR 10360732.91. Current available balance: IDR 49519524.26; required minimum balance: IDR 26728700. Recommendation: installments. Payment plan: 2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-09-15. Included recurring rent expense: IDR 6802000.
request_164,27018000.00,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,Requested: IDR 27018000. Safe to pay today: IDR 27018000.00. Current available balance: IDR 75429169.2; required minimum balance: IDR 29550500. Recommendation: installments. Payment plan: 2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-02-04. Included recurring housing expense: IDR 4474500.
request_165,80600.00,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,Requested: INR 80600. Safe to pay today: INR 80600.00. Current available balance: INR 366705; required minimum balance: INR 95000. Recommendation: full_payment. Payment plan: 2026-04-06:80600. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: INR 30900.
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,Requested: USD 2907.6. Safe to pay today: USD 2907.60. Current available balance: USD 9001.95; required minimum balance: USD 1700. Recommendation: installments. Payment plan: 2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: USD 520.8.
request_167,43802.00,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,Requested: ZAR 43802. Safe to pay today: ZAR 43802.00. Current available balance: ZAR 105090.3; required minimum balance: ZAR 31200. Recommendation: full_payment. Payment plan: 2025-05-05:43802. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: ZAR 47740 on 2025-05-23. Included recurring rent expense: ZAR 15994.
request_168,42462.30,affordable_with_plan,partial_payment,2026-01-07:42462.30|2026-01-15:6917.70,2026-01-15,none,Requested: INR 49380. Safe to pay today: INR 42462.30. Current available balance: INR 173843; required minimum balance: INR 114400. Recommendation: partial_payment. Payment plan: 2026-01-07:42462.30|2026-01-15:6917.70. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-01-15. Included recurring rent expense: INR 38100.
